Item Code,Item Name,Barcode,Cost,VAT.Rsp,GP.%,Qty,Category,Supplier,Brand
100002815,RAJ STEEL MUG DELUXE 11,6291101400514,8.92,12.5,28.60%,6,Utensils,KHIARA STORE L.L.C,RAJ
100002849,RAJ PURI DABBA STORAGE NO 7,6291101400606,5.51,7.95,30.66%,1,Steel Utensils,KHIARA STORE L.L.C,RAJ
100002854,RAJ PURI DABBA STORAGE NO 8,6291101400613,7.09,9.5,25.40%,2,Steel Utensils,KHIARA STORE L.L.C,RAJ
100002858,RAJ PURI DABBA STORAGE NO 9,6291101400620,8.14,11.0,26.02%,4,Steel Utensils,KHIARA STORE L.L.C,RAJ
100002874,RAJ BASTING SPOON 2,6291101400774,2.36,3.4997,32.50%,10,Steel Utensils,KHIARA STORE L.L.C,RAJ
100002880,BASTING SPOON 3,6291101404734,2.62,3.7496,29.99%,1,Steel Utensils,KHIARA STORE L.L.C,NO BRAND
100002881,RAJ ALUMINIUM MORTOR,6291104220942,18.37,23.0,20.11%,3,Aluminium Utensils,KHIARA STORE L.L.C,RAJ
100002882,RAJ  BASTING SPOON 4,6291101400781,2.89,3.9995,27.81%,9,Steel Utensils,KHIARA STORE L.L.C,RAJ
100002883,RAJ ALUMINIUM MORTAR-100002883,6291104220959,18.9,25.2,25.00%,2,Aluminium Utensils,KHIARA STORE L.L.C,RAJ
100002884,RAJ ALUMINIUM MORTAR-100002884,6291104220966,22.05,28.5,22.63%,3,Aluminium Utensils,KHIARA STORE L.L.C,RAJ
100002885,RAJ BASTING SPOON 5,6291101402945,3.41,4.9991,31.74%,2,Steel Utensils,KHIARA STORE L.L.C,RAJ
100002887,ROYAL BASTING SPOON,6291101404741,4.46,6.5,31.35%,2,Steel Utensils,KHIARA STORE L.L.C,ROYAL
100002889,RAJ BASTING SPOON 7,6291101400965,4.99,7.0,28.75%,5,Steel Utensils,KHIARA STORE L.L.C,RAJ
100002891,RAJ BASTING SPOON 8,6291101401009,5.25,7.5,30.00%,12,Steel Utensils,KHIARA STORE L.L.C,RAJ
100002926,RAJ  FLARE LADDLE 2,6291101400804,2.62,4.0,34.37%,13,Steel Utensils,KHIARA STORE L.L.C,RAJ
100002927,RAJ  FLARE LADDLE 3,6291101406349,2.89,4.5,35.83%,7,Steel Utensils,KHIARA STORE L.L.C,RAJ
100002928,RAJ  FLARE LADDLE 4,6291101400811,3.67,4.9991,26.49%,1,Steel Utensils,KHIARA STORE L.L.C,RAJ
100002931,RAJ  FLARE LADDLE 5,6291101406356,4.2,6.3,33.33%,3,Steel Utensils,KHIARA STORE L.L.C,RAJ
100002934,RAJ  FLARE LADDLE EXTRA DEEP 6,6291101401276,4.72,6.25,24.40%,4,Steel Utensils,KHIARA STORE L.L.C,RAJ
100002938,RAJ  FLARE LADDLE EXTRA DEEP 7,6291101401283,4.99,7.0,28.75%,3,Steel Utensils,KHIARA STORE L.L.C,RAJ
100002947,ALWAYS THICK LARGE PLUS 10S VIOLET,4015400238812,4.48,5.95,24.72%,9,San pro Pads,TRANSMED OVERSEAS INCORPORATED S.A,ALWAYS
100002949,GARUDA COPPER BTM SAUCE PAN 4,6291101406417,31.5,43.0,26.74%,3,Steel Utensils,KHIARA STORE L.L.C,GARUDA
100002960,GARUDA STEEL SAUCE PAN 2,6291101406530,18.9,22.5,16.00%,2,Steel Utensils,KHIARA STORE L.L.C,RAJ
100002962,GARUDA STEEL SAUCE PAN 3,6291101406547,23.1,27.5,16.00%,3,Steel Utensils,KHIARA STORE L.L.C,GARUDA
100002965,GARUDA STEEL SAUCE PAN 4-10000,6291101406554,25.2,32.0,21.25%,3,Steel Utensils,KHIARA STORE L.L.C,GARUDA
100002973,RAJ ALUM KADAI NO2 RAK001,6291101407339,24.15,32.0,24.53%,1,Aluminium Utensils,KHIARA STORE L.L.C,RAJ
100002974,HOMELOVER SIX WAY GRATER,6291101402990,19.95,24.95,20.04%,2,Cutlery,KHIARA STORE L.L.C,NO BRAND
100002976,RAJ ALUM KADAI NO3 RAK002,6291101407346,28.35,36.0,21.25%,3,Aluminium Utensils,KHIARA STORE L.L.C,RAJ
100002998,TIDE AUTOMATIC ORIGINAL GREEN 1.5 KG,5413149811270,11.12,12.5,11.06%,46,Washing Powder Front Load,TRANSMED OVERSEAS INCORPORATED S.A,TIDE
100003004,RAJ  BOMBAY TIFFIN 10X2,6291101400408,17.85,23.0003,22.39%,4,Steel Utensils,KHIARA STORE L.L.C,RAJ
100003006,RAJ  BOMBAY TIFFIN 10X3,6291101400415,23.1,28.0,17.50%,4,Steel Utensils,KHIARA STORE L.L.C,RAJ
100003007,RAJ BOMBAY TIFFIN 10X4,6291101400422,26.25,33.0,20.46%,6,Steel Utensils,KHIARA STORE L.L.C,RAJ
100003016,RAJ THALI PATTI STEEL 11,6291101404208,6.82,9.45,27.78%,4,Steel Utensils,KHIARA STORE L.L.C,RAJ
100003020,RAJ THALI PATTI STEEL 12,6291101403676,7.88,10.9494,28.08%,4,Utensils,KHIARA STORE L.L.C,RAJ
100003021,TIDE ORIGINAL SCENT 260GM,5410076223558,2.48,3.0,17.35%,3,Washing Powder Front Load,TRANSMED OVERSEAS INCORPORATED S.A,TIDE
100003022,RAJ THALI PATTI STEEL 13,6291101404215,8.93,11.9994,25.62%,1,Steel Utensils,KHIARA STORE L.L.C,RAJ
100003030,RAJ CHINA PLATE 9,6291101400705,4.99,7.5,33.50%,6,Steel Utensils,KHIARA STORE L.L.C,RAJ
100003037,RAJ CHINA PLATE 12,6291101404024,8.4,12.0,30.00%,1,Steel Utensils,KHIARA STORE L.L.C,RAJ
100003053,ARIEL SEMI AUTOMATIC BLUE 260GM,5413149809314,3.02,3.7485,19.33%,64,Washing Powder Front Load,TRANSMED OVERSEAS INCORPORATED S.A,ARIEL
100003081,RAJ SADA STEEL 11,6291101400255,6.82,9.0,24.17%,1,Steel Utensils,KHIARA STORE L.L.C,RAJ
100003082,RAJ THALI SADA STEEL 12,6291101400262,7.88,10.5,25.00%,2,Steel Utensils,KHIARA STORE L.L.C,RAJ
100003086,RAJ THALI SADA STEEL 14,6291101407322,9.97,14.0,28.75%,5,Steel Utensils,KHIARA STORE L.L.C,RAJ
100003103,VINOD PRINCE BASTING,6291101400842,4.2,6.0,30.00%,9,Steel Utensils,KHIARA STORE L.L.C,VINOD
100003105,KHIARA PRINCE LADDLE,6291101406769,4.2,6.0,30.00%,6,Steel Utensils,KHIARA STORE L.L.C,KHIARA
100003106,PRINCE SKIMMER  VPS001,6291101400859,4.2,5.95,29.41%,6,Steel Utensils,KHIARA STORE L.L.C,PRINCE
100003107,VINOD PRINCE TURNER,6291101405984,4.2,5.5,23.64%,4,Steel Utensils,KHIARA STORE L.L.C,VINOD
100003108,VINOD QUEEN BASTING,6291101405977,5.25,8.5,38.24%,1,Steel Utensils,KHIARA STORE L.L.C,VINOD
100003109,VINOD QUEEN LADDLE,6291101405960,5.25,8.5,38.24%,1,Steel Utensils,KHIARA STORE L.L.C,NO BRAND
100003111,VINOD QUEEN SKIMMER,6291101405878,5.25,7.5,30.00%,6,Steel Utensils,KHIARA STORE L.L.C,VINOD
100003114,RAJ  WALL HANGER 6 PIN,6291101402341,3.15,5.0,37.00%,3,Hooks & Hangers,KHIARA STORE L.L.C,RAJ
100003136,DOWNY DREAM GARDENS 2 LTR,5413149637597,13.1,15.5,15.51%,2,Fabric Conditioners,TRANSMED OVERSEAS INCORPORATED S.A,DOWNY
100003164,CLOROX 1GALLON 3.78 LTR,6281065011284,13.65,16.9502,19.46%,7,Bleach,TRANSMED OVERSEAS INCORPORATED S.A,CLOROX
100003167,CLOROX 1/2 GALLON 1.89 LTR,6281065016401,9.05,11.5,21.27%,9,Toilet Cleaners,TRANSMED OVERSEAS INCORPORATED S.A,CLOROX
100003170,CLOROX ORIGINAL 950ML,6281065013202,5.37,6.4995,17.43%,5,Floor Cleaning Liquid,TRANSMED OVERSEAS INCORPORATED S.A,CLOROX
100003236,HEAD&SHOULDER SMOOTH& SILKY 400ML,5011321360990,9.71,13.95,30.37%,2,Shampoo,TRANSMED OVERSEAS INCORPORATED S.A,HEAD&SHOULDERS
100003238,HEAD&SHOULDER MENTHOL REFRESH 400ML,5011321361058,9.71,13.95,30.37%,-8,Shampoo,TRANSMED OVERSEAS INCORPORATED S.A,HEAD&SHOULDERS
100003242,HEAD&SHOULDER CLASSIC CLEAN 400ML,5011321360945,9.71,13.95,30.38%,-7,Shampoo,TRANSMED OVERSEAS INCORPORATED S.A,HEAD&SHOULDERS
100003243,HEAD&SHOULDER SWAN EXTRA VOLUME 400ML,5011321361027,9.93,12.5003,20.55%,7,Shampoo,TRANSMED OVERSEAS INCORPORATED S.A,HEAD&SHOULDERS
100003296,PANTENE PARTHENON ANTI HAIR 400ML,5000174927405,8.05,10.95,26.46%,25,Shampoo,TRANSMED OVERSEAS INCORPORATED S.A,PANTENE
100003357,OLAY NATRUAL WHITE CREAM 50GM,5011321868175,7.57,15.75,51.96%,17,Face Care Whiteners,TRANSMED OVERSEAS INCORPORATED S.A,OLAY
100003359,OLAY NATURAL WHITE NIGHT CREAM 50GM,5011321868342,6.97,15.75,55.77%,1,Body Cream,TRANSMED OVERSEAS INCORPORATED S.A,OLAY
100003367,KAVIRAJ PRESSURE PUTTU,6291101403164,28.35,38.0,25.40%,2,Aluminium Utensils,KHIARA STORE L.L.C,KAVIRAJ
100003376,VICKS VAPORUB 50GM,4015600001926,5.78,8.0,31.25%,22,Rubs & Balms,TRANSMED OVERSEAS INCORPORATED S.A,VICKS
100003405,PRINGLES ORIGINAL 165 GM,0710000341805,5.42,6.5,16.57%,20,Potato Canister,TRANSMED OVERSEAS INCORPORATED S.A,PRINGLES
100003418,PRINGLES HOT & SPICY 165GM,5410076068159,5.52,6.5,15.03%,20,Potato Canister,TRANSMED OVERSEAS INCORPORATED S.A,PRINGLES
100003420,REGENT DETERGENT POWDER 1KG,1801180119792,5.28,6.95,24.03%,22,Washing Powder Top Load,HAMBURG GENERAL TRADING L.L.C,REGENT
100003466,RRO MUSTARD OIL PET 200 ML,6291013100076,4.48,6.5,31.02%,9,MUSTARD OIL,AL MAYA TRADING CO. LLC,RRO
100003468,RRO MUSTARD OIL PET 500 ML,6291013100069,9.59,13.0001,26.27%,7,MUSTARD OIL,AL MAYA TRADING CO. LLC,RRO
100003554,MEHRAN CHICKEN MASALA 50GM,633152001245,3.6,4.75,24.29%,-2,G Masalas,ABU DHABI MARITIME & MERCANTILE INTERNATIONAL COMPANY,MEHRAN
100003556,MEHRAN CHICKEN TIKKA MASALA 50GM,633152001252,2.75,4.75,42.16%,10,G Masalas,ABU DHABI MARITIME & MERCANTILE INTERNATIONAL COMPANY,MEHRAN
100003569,MEHRAN CHAAT MASALA 50GM,633152001429,2.68,3.5,23.50%,-2,G Masalas,ABU DHABI MARITIME & MERCANTILE INTERNATIONAL COMPANY,MEHRAN
100003710,PARACHUTE HAIR OIL LITE 150ML,8901200200141,5.07,6.5,22.02%,6,Hair Oils,ARABIAN OASIS FOOD CO. L.L.C.,PARACHUTE
100003711,PARACHUTE LITE HAIR OIL 300ML,8901200200127,7.44,9.5,21.71%,6,Hair Oils,ARABIAN OASIS FOOD CO. L.L.C.,PARACHUTE
100003721,PARACHUTE FLORA HAIR OIL JASMIN 300ML,8901200200073,5.42,6.95,21.98%,2,Hair Oils,ARABIAN OASIS FOOD CO. L.L.C.,PARACHUTE
100003722,PARACHUTE AMLA HAIR OIL  200ML,8901200200080,4.28,5.75,25.63%,9,Hair Oils,ARABIAN OASIS FOOD CO. L.L.C.,PARACHUTE
100003730,PARACHUTE SAMPOORNA HAIR OIL 300ML,8901088200349,5.41,7.5,27.93%,58,Hair Oils,ARABIAN OASIS FOOD CO. L.L.C.,PARACHUTE
100003741,PARACHUTE CREAM IC 140ML,8901200200196,2.62,4.95,46.97%,-4,Hair Creams,ARABIAN OASIS FOOD CO. L.L.C.,PARACHUTE
100003743,PARACHUTE HAIR CREAM GOLD NATURAL SHINE 140ML,8901088022514,8.27,9.95,16.85%,3,Hair Creams,ARABIAN OASIS FOOD CO. L.L.C.,PARACHUTE
100003758,ANCHOR MILK POWDER TIN 2.5KG,9415007015727,71.93,79.95,10.04%,7,Powdered Milk,ARABIAN OASIS FOOD CO. L.L.C.,ANCHOR
100003793,ANCHOR MILK POWDER 400GM TIN,9415007015758,13.65,16.5,17.27%,22,Powdered Milk,ARABIAN OASIS FOOD CO. L.L.C.,ANCHOR
100003795,ANCHOR MILK POWDER SACHET 2.25KG,9415007021711,52.5,57.0,7.90%,37,Powdered Milk,ARABIAN OASIS FOOD CO. L.L.C.,ANCHOR
100003796,ANCHOR MILK POWDER SACHET 900GM,9415007017134,27.83,32.9501,15.53%,7,Powdered Milk,ARABIAN OASIS FOOD CO. L.L.C.,ANCHOR
100003807,LIPTON YELLOW LABEL TEA BAG 2GM 100S,6281006862449,11.57,13.5,14.33%,87,Black Tea,AL GURG DISTRIBUTION L.L.C,LIPTON
100003818,DOUBLE A A4 PAPER 80GSM 500 SHEETS,8856976000016,14.28,18.0002,20.65%,61,Paper,FAMILY STATIONERY LLC,DOUBLE A
100003832,LIPTON YELLOW LABEL TEA BAG 2GMX200S,6281006850378,22.0,25.9497,15.22%,41,Black Tea,AL GURG DISTRIBUTION L.L.C,LIPTON
100003836,LIPTON YELLOW LABEL TEA BAG 25SX2GM,6281006701236,5.08,5.95,14.63%,45,Black Tea,AL GURG DISTRIBUTION L.L.C,LIPTON
100003927,KNORR CHICKEN STOCK CUBES 20 GM,6221048800191,0.55,1.0,44.75%,0,Packet Soups,AL GURG DISTRIBUTION L.L.C,KNORR
100004085,U&ME COTTON BUDS 100S,5060068552069,0.87,1.4994,41.67%,2,Cotton Buds,NATIONAL TRADERS L LC,U&ME
100004145,CP TRENDIES MAKE UP KIT DJO082.,6291012229495,35.65,45.0,20.78%,2,Make Up Sets,BAQER MOHEBI ENTERPRISES LLC,CP TRENDIES
100004361,LIPTON YLTB 100+ RAINBOW MILK 2X170ML FREE,6281006855403,15.49,17.5875,11.94%,0,Black Tea,AL MADINA HYPERMARKET LLC -AL QUOZ MALL,LIPTON
100004369,SAPIL DISCLOSURE 100ML EDT+150ML DEO,6295124022623,27.83,31.5,11.67%,34,Eau De Perfume – Men,ALPHAMED GENERAL TRADING LLC,SAPIL
100004382,SHIRLEY GPAC 219+442 5PC SET,2000003948055,20.54,24.95,17.67%,16,Eau De Toilette – Ladies,ALPHAMED GENERAL TRADING LLC,SHIRLEY MAY
100004489,LUNA STERILIZED CREAM 155GM,6281020030114,4.14,5.5,24.78%,8,Evaporated Milk,JALEEL DISTRIBUTION LLC,LUNA
100004496,LUNA CREAM HONEY FLAVOUR 170 GM,6281020290631,4.36,5.5,20.77%,8,UHT Flavored Milk Drink,JALEEL DISTRIBUTION LLC,LUNA
100004520,LUNA CHICK PEAS 380GM,6281020010413,3.06,3.5,12.70%,20,Canned Peas,JALEEL DISTRIBUTION LLC,LUNA
100004523,LUNA GREEN PEAS 380GM,6281020010314,3.06,3.5,12.70%,24,Canned Peas,JALEEL DISTRIBUTION LLC,LUNA
100004527,LUNA BAKED BEANS 380GM,6281020010710,3.71,4.5,17.52%,16,Canned Baked Beans,JALEEL DISTRIBUTION LLC,LUNA
100004531,LUNA WHITE BEANS 400 GM,6281020010512,3.06,3.75,18.52%,5,Canned Beans,JALEEL DISTRIBUTION LLC,LUNA
100004547,PRIYA TENDER MANGO PICKLE 300GM,785018012565,7.07,8.5,16.88%,1,PICKLES,M.H. ENTERPRISES (L.L.C.),PRIYA
100004552,PRIYA MIX. VEGITABLE PICKLE 300GM,785018012459,7.06,8.5,16.90%,4,PICKLES,M.H. ENTERPRISES (L.L.C.),PRIYA
100004553,PRIYA GINGER PICKLE 300GM,785018012114,7.05,8.5,17.04%,0,PICKLES,M.H. ENTERPRISES (L.L.C.),PRIYA
100004558,PRIYA MANGO THOKKU PICKLE 300GM,785018012428,7.06,8.5,16.98%,2,PICKLES,M.H. ENTERPRISES (L.L.C.),PRIYA
100004559,PRIYA ONION PICKLE 300 GM,785018012473,8.09,8.25,1.94%,1,PICKLES,M.H. ENTERPRISES (L.L.C.),PRIYA
100004564,PRIYA BITTER GOURD PICKLE 300GM,785018012275,7.06,8.5,16.90%,3,PICKLES,M.H. ENTERPRISES (L.L.C.),PRIYA
100004566,PRIYA LIME&GINGER PICKLE 300GM,785018012718,7.06,7.95,11.15%,7,PICKLES,M.H. ENTERPRISES (L.L.C.),PRIYA
100004592,PRIYA GINGER/GARLIC PASTE 300 GM,785018087242,7.07,12.5,43.44%,2,Cooking Aids,M.H. ENTERPRISES (L.L.C.),PRIYA
100004708,MUNCHEE LEMON PUFF 200 GM,8888101090401,3.07,3.95,22.29%,12,Cakes_01005011,JALEEL DISTRIBUTION LLC,MUNCHEE
100004711,MUNCHEE CHOCOLATE PUFF 200GM,8888101271404,3.36,4.5,25.34%,7,Cakes_01005011,JALEEL DISTRIBUTION LLC,MUNCHEE
100004717,MUNCHEE SUPER CREAM CRACKER 190 GM,8888101430337,2.98,3.95,24.51%,35,Other Biscuits & Cakes,JALEEL DISTRIBUTION LLC,MUNCHEE
100004720,MUNCHEE LEMON PUFF 100GM,8888101090203,1.7,2.5001,31.96%,24,Cream Filled Biscuits,JALEEL DISTRIBUTION LLC,MUNCHEE
100004754,KADRIS 5PCS GERMAN S/D SFT KT906 Y/B,6912345679350,10.24,13.5,24.17%,3,Tools & Hardware,NAJEEB KADIRI TRADING CO LLC,KADRIS
100004755,KADRIS KT-903 WATCH S/D SET 6 PCS,6912345680226,7.35,9.95,26.13%,1,Tools & Hardware,NAJEEB KADIRI TRADING CO LLC,KADRIS
100004779,KADRIS 5 WAY EXTENSION SOCKET S656-3M,6912345685085,43.58,49.0,11.07%,3,Plugs & Extensions,NAJEEB KADIRI TRADING CO LLC,KADRIS
100004783,KADRIS  S646 EXTENSION SOCKET 4 WAY 10M,6912345685108,73.5,82.0,10.37%,6,Plugs & Extensions,NAJEEB KADIRI TRADING CO LLC,KADRIS
100004832,KADRIS HA-1415 MEASURING TAPE 3 MTR,6912345679909,5.78,7.5,23.00%,2,Tools & Hardware,NAJEEB KADIRI TRADING CO LLC,KADRIS
100004833,KADRIS MEASURING TAP 5 MTR,6912345679916,7.88,12.0,34.38%,2,Tools & Hardware,NAJEEB KADIRI TRADING CO LLC,KADRIS
100004834,KADRIS HA-1417  MEASURING TAPE 7.5MTR,6912345679923,9.98,13.0001,23.27%,1,Tools & Hardware,NAJEEB KADIRI TRADING CO LLC,KADRIS
100004836,KADRIS HA-1418 MEASURING TAPE 10MTR,6912345679930,12.08,18.9,36.11%,6,Tools & Hardware,NAJEEB KADIRI TRADING CO LLC,KADRIS
100004837,KADRIS HA-1425 20MM PAD LOCK,6912345679978,2.62,4.0,34.37%,2,Locks,NAJEEB KADIRI TRADING CO LLC,KADRIS
100004838,KADRIS HA-1426 PAD LOCK  25MM,6912345679985,3.68,5.5,33.18%,5,Locks,NAJEEB KADIRI TRADING CO LLC,KADRIS
100004839,KADRIS HA-1427 PAD LOCK 30MM,6912345679992,4.73,6.45,26.74%,1,Locks,NAJEEB KADIRI TRADING CO LLC,KADRIS
100004841,KADRIS HA-1428 PAD LOCK 40MM,6912345680004,6.82,8.5,19.71%,1,Locks,NAJEEB KADIRI TRADING CO LLC,KADRIS
100004844,KADRIS HA-1430 PAD LOCK 60MM,6912345680028,9.98,12.0,16.88%,1,Locks,NAJEEB KADIRI TRADING CO LLC,KADRIS
100004845,KADRIS HA-1431 PAD LOCK 30MM,6912345680035,5.78,7.25,20.35%,1,Locks,NAJEEB KADIRI TRADING CO LLC,KADRIS
100004870,"KADRIS COMBINATION PLIER - PCP4-8""",6912345687959,9.98,13.5,26.11%,1,Tools & Hardware,NAJEEB KADIRI TRADING CO LLC,KADRIS
100004871,"KADRIS HA-1640 CUTTING PLIER 6""",6912345687966,8.93,12.0,25.63%,2,Tools & Hardware,NAJEEB KADIRI TRADING CO LLC,KADRIS
100004874,"KADRIS HA-1642 LONG NOSE PLIER 6""",6912345687980,8.93,12.999,31.34%,5,Tools & Hardware,NAJEEB KADIRI TRADING CO LLC,KADRIS
100004944,KADRIS LAMP HOLDER E27 WITH 2 PIN PLUG-6687,6912345688567,1.84,3.0,38.75%,7,BULB HOLDER,NAJEEB KADIRI TRADING CO LLC,KADRIS
100004959,KADRIS  UK-315 TOP PLUG 15A,2030301002661,4.99,6.5,23.27%,1,Plugs & Extensions,NAJEEB KADIRI TRADING CO LLC,KADRIS
100004961,KADRIS 928L MULTI PLUG 3 PIN,6912345679633,9.19,11.5,20.11%,9,Plugs & Extensions,NAJEEB KADIRI TRADING CO LLC,KADRIS
100004963,KADRIS UK-131 MULTI PLUG WITH SWITCH13A,6912345679312,12.08,16.5,26.82%,10,Plugs & Extensions,NAJEEB KADIRI TRADING CO LLC,KADRIS
100004964,KADRIS MULTI PLUG N7296 5 AMP,6912345683968,5.78,8.95,35.47%,1,Plugs & Extensions,NAJEEB KADIRI TRADING CO LLC,KADRIS
100004971,KADRIS 936L MULTI SOCKET  13A,6912345687768,11.55,16.8,31.25%,5,Plugs & Extensions,NAJEEB KADIRI TRADING CO LLC,KADRIS
100005010,AL WOROOD CORNI 400GM,6291047030592,2.68,3.5,23.40%,336,Pasta,AL OUFOUK CO(CONSUMER),AL WOROOD
100005011,AL WOROOD VERMICELLI 400GM,6291047030295,2.84,3.95,28.13%,238,Pasta,AL OUFOUK CO(CONSUMER),AL WOROOD
100005012,AL WOROOD SPAGETTI 400GM,6291047030998,2.89,3.95,26.91%,330,Spageti,AL OUFOUK CO(CONSUMER),AL WOROOD
100005014,AL WOROOD PENNI 400GM,6291047070017,3.41,3.95,13.60%,14,Pasta,AL OUFOUK CO(CONSUMER),AL WOROOD
100005044,ORYX CREAM CHOCOLATE 90 GM,813388000117,1.1,1.5,26.94%,4,Sweet Biscuits,AL OUFOUK CO(CONSUMER),ORYX
100005045,ORYX CREAM CAPPUCINO 90GM,813388000100,1.1,1.25,12.29%,13,Sweet Biscuits,AL OUFOUK CO(CONSUMER),ORYX
100005047,ORYX CREAM BERRYFRUIT 90GM,813388000094,1.1,1.25,12.29%,15,Sweet Biscuits,AL OUFOUK CO(CONSUMER),ORYX
100005051,ORYX CREAM ORANGE BISCUITS 90GM,813388000131,1.1,1.25,12.32%,12,Sweet Biscuits,AL OUFOUK CO(CONSUMER),ORYX
100005052,ORYX CREAM MANGO 90 GM,813388000148,1.1,1.5,26.91%,12,Sweet Biscuits,AL OUFOUK CO(CONSUMER),ORYX
100005064,PEACOCK FACIAL TISSUES 150X2 PLY,6297000056005,1.79,4.0,55.21%,-1,Facial Tissues,AL OUFOUK CO(CONSUMER),PEACOCK
100005069,PEACOCK TOILET ROLL,6297000056319,8.93,10.9505,18.50%,8,Toilet Rolls,AL OUFOUK CO(CONSUMER),PEACOCK
100005161,COSMOPLAST KEEP COLD ICE BOX 10 LTR MFIBXX080,6291048093619,36.15,52.5,31.15%,0,Cool Boxes & Access,SUNRISE PLASTIC MATERIALS TRADING LLC,COSMOPLAST
100005188,ALOKOZAY BLACK TEA 25S NAKED,6291101130008,2.62,3.95,33.54%,1,Black Tea,ALOKOZAY GENERAL TRADING LLC,ALOKOZAY
100005191,OXO MEN VEST RN WHITE OX-001,6291104630130,5.49,7.5,26.74%,25,Mens Vest,DHABI AL KHALEEJ TRADING CO LLC,OXO
100005195,OXO MENS VEST RN COLOR OX-001C-,6291104630253,6.56,8.0,17.97%,16,Mens Vest,DHABI AL KHALEEJ TRADING CO LLC,OXO
100005199,OXO LONG BRIEFS COLOUR DAK/1002C,6291104631090,5.78,7.5,23.00%,4,Mens Briefs,DHABI AL KHALEEJ TRADING CO LLC,OXO
100005231,DHABEENA LADIES BRA F17333,6291104631519,6.83,8.5,19.70%,305,Ladies Bras,DHABI AL KHALEEJ TRADING CO LLC,DHABEENA
100005323,ZICO/QMAN MENS VEST GRM-100Z,4050900200440,11.46,15.5,26.06%,9,Mens Vest,AL SHARIF & AL DABOOS TRADING CO LLC,NO BRAND
100005326,ZICO GRM-200R MENS T SHIRT WHITE,4050900700063,13.3,15.0,11.31%,49,Mens T-Shirt Inner W,AL SHARIF & AL DABOOS TRADING CO LLC,NO BRAND
100005495,ALPENLIEBE CANDY CARMEL 32GM,8990800011196,0.98,1.2495,21.89%,11,Candy,T.CHOITHRAM & SONS L.L.C (RAINBOW),ALPENLIEBE
100005525,GARNIER COLOR NATURALS 3 DARK BROWN,3061375781045,8.77,11.5,23.74%,8,Ladies Colorants,ALPHAMED GENERAL TRADING LLC,GARNIER
100005527,GARNIER COLOR NATURALS 4 BROWN CHATAIN,3061375781052,10.05,17.95,44.01%,6,Ladies Colorants,ALPHAMED GENERAL TRADING LLC,GARNIER
100005559,LOREAL ELVIVE TOTAL REPAIR SHAMPOO 400ML,3600521767818,10.57,13.95,24.24%,10,Shampoo,ALPHAMED GENERAL TRADING LLC,LOREAL
100005569,BIG BABOL MEGA FUN BERRIES 27GM,80757450,0.97,1.25,22.72%,1,Gums,T.CHOITHRAM & SONS L.L.C (RAINBOW),BIG BABOL
100005572,BIG BABOL MEGA STRAWBERRY 27GM,80757474,0.97,1.25,22.72%,30,Gums,T.CHOITHRAM & SONS L.L.C (RAINBOW),BIG BABOL
100005646,RAINBOW MILK POWDER 2.5KG,8716200123440,59.81,68.0,12.04%,2,Powdered Milk,T.CHOITHRAM & SONS L.L.C (RAINBOW),RAINBOW
100005712,BLANCO EMERALD TOOTHBRUSH 1PC,6930660930116,2.8,4.25,34.17%,34,Tooth Brushes,NEW BLANCO TRADING L.L.C,BLANCO
100005714,RAINBOW EVAP CARDAMOM MILK 160ML (170G),8716200133159,2.96,3.75,21.06%,8,Evaporated Milk,T.CHOITHRAM & SONS L.L.C (RAINBOW),RAINBOW
100005802,JOHNSON & JOHNSON BABY OIL 200 ML,8410207100052,7.25,9.0,19.50%,5,Baby Oil,GULF INTERNATIONAL,JOHNSON & JOHNSON
100005803,JOHNSON & JOHNSON BABY OIL 300 ML,8410207100724,11.37,13.95,18.51%,1,Baby Oil,GULF INTERNATIONAL,JOHNSON & JOHNSON
100005804,JOHNSON & JOHNSON BABY OIL 500 ML,8410207140409,13.14,16.5,20.36%,3,Baby Oil,GULF INTERNATIONAL,JOHNSON & JOHNSON
100005830,JOHNSON & JOHNSON BABY SHAMPOO 200 ML,3574669907552,5.36,6.95,22.95%,13,Baby Shampoos,GULF INTERNATIONAL,JOHNSON & JOHNSON
100005854,FA DEODORANT CARIBBEAN LEMON 150ML,4015000520010,4.8,6.5,26.10%,2,Body Spray & Deodorant,GULF INTERNATIONAL,FA
100005855,FA DEODORANT  AQUA FRESH 150ML,4015000817271,4.8,6.5,26.10%,-1,Body Spray & Deodorant,GULF INTERNATIONAL,FA
100005857,FA DEODORANT PINK PASSION 150ML,4015000519854,4.8,6.5,26.10%,1,Body Spray & Deodorant,GULF INTERNATIONAL,FA
100005903,FA DEO ROLL-ON MYSTIC MOMENTS 50ML,6281031243534,3.41,6.95,50.99%,-1,Roll On Women,GULF INTERNATIONAL,FA
100005904,FA DEO ROLL-ON CARIBBEAN LEMON 50ML,4015000280211,3.03,4.5,32.76%,2,Roll On Women,GULF INTERNATIONAL,FA
100005907,FA DEO ROLL-ON PINK PASSION 50ML,4015000519977,3.0,4.5,33.41%,7,Roll On Women,GULF INTERNATIONAL,FA
100005908,FA DEO ROLL-ON SPORT 50ML,4015000280372,2.97,4.5,34.05%,-1,Roll On Men,GULF INTERNATIONAL,FA
100005915,TASTY FOOD SUPER KERNEL BASMATI RICE 1KG,6291104192386,8.93,10.95,18.49%,16,Basmati,AL SAIEE GENERAL TR .LLC - S P,TASTY FOOD
